etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
85     | ... | ... | ... | ... | ... | ... | ... | *#kˈɯkɑ# | *#kˈɯkɑ# | *#kˈukə# {GOLD: >*} | *#kˈukə# | *#kˈukə# | *#kˈukə# | *#kˈukə# {GOLD: #kˈukə#}
86     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈut͡ʃɛ̃# | *#kˈuːt͡ʃ# {GOLD: #kˈut͡ʃ#} | *#kˈuːt͡ʃ# | *#kˈut͡ʃ# | *#kˈut͡ʃ# | *#kˈut͡ʃ# {GOLD: #kˈut͡ʃ#}
87     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈutɛ̃# | *#kˈut# {GOLD: #kˈut#} | *#kˈut# | *#kˈut# | *#kˈut# | *#kˈut# {GOLD: #kˈut#}
88     | ... | ... | ... | ... | ... | ... | ... | *#kˈɯlɑ# | *#kˈɯlɑ# | *#kˈuːlə# {GOLD: >*} | *#kˈuːlə# | *#kˈulə# | *#kˈulə# | *#kˈulə# {GOLD: #kˈulə#}
89     | ... | ... | ... | ... | ... | ... | ... | *#kˈʊlbɑ# | *#kˈʊlbɑ# | *#kˈɔːʷlbə# {GOLD: >*} | *#kˈɔːʷlbə# | *#kˈʊlbə# | *#kˈʊlbə# | *#kˈʊlbə# {GOLD: #kˈulbə#}
90     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈuːrvə# {GOLD: >*} | *#kˈuːɾvə# | *#kˈuɾvə# | *#kˈuɾvə# | *#kˈuɾvə# {GOLD: #kˈuɾvə#}
91     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈu# {GOLD: >*} | *#kˈu# | *#kˈu# | *#kˈu# | *#kˈu# {GOLD: #kˈum#}
92     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈũːmə# {GOLD: >*} | *#kˈũːmbə# | *#kˈumbə# | *#kˈumbə# | *#kˈumbə# {GOLD: #kˈumə#}
93     | ... | ... | ... | ... | ... | ... | ... | *#krˌɑxˈitɪ# | *#krˌɑxˈitɪ# | *#krˌaxˈit# {GOLD: >*} | *#kɾˌahˈit# | *#kɾəhˈit# | *#kɾəhˈit# | *#kɾəhˈit# {GOLD: #kɾahˈit#}
94     | ... | ... | ... | ... | ... | ... | ... | *#krˌɑxˈinɑ# | *#krˌɑxˈinɑ# | *#krˌaxˈĩːnə# {GOLD: >*} | *#kɾˌahˈĩːɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# {GOLD: #kɾahˈinə#}
95     | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒtˈɒwɒɲɔ# | *#ɡˌɒtˈɒwɒɲɔ# | *#ɡˌatˈawãɲ# {GOLD: #ɡˌatˈuo̯ɲ#} | *#ɡˌatˈawə̃ɲ# | *#ɡətˈawəɲ# | *#ɡətˈawəɲ# | *#ɡətˈawəɲ# {GOLD: #ɡatˈua̯j#}
96     | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒlˈinɑ# | *#ɡˌɒlˈinɑ# | *#ɡˌalˈĩːnə# {GOLD: >*} | *#ɡˌalˈĩːɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# {GOLD: #ɡalˈinə#}
97     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌãmˈit# {GOLD: >*} | *#ɡˌə̃mˈit# | *#ɡəmˈit# | *#ɡəmˈit# | *#ɡəmˈit# {GOLD: #ɡamˈit#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# {GOLD: #ɡˈaj#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈaːʎkə# {GOLD: >*} | *#ɡˈaːʎkə# | *#ɡˈajkə# | *#ɡˈajkə# | *#ɡˈajkə# {GOLD: #ɡˈajɡə#}
100    | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɒlwɑ# | *#ɡˈɒlwɑ# | *#ɡˈaːlvə# {GOLD: >*} | *#ɡˈaːlvə# | *#ɡˈalvə# | *#ɡˈalvə# | *#ɡˈalvə# {GOLD: #ɡˈalˠvə#}
101    | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɑʎɑ# | *#ɡˈaːʎə# {GOLD: >*} | *#ɡˈaːʎə# | *#ɡˈajə# | *#ɡˈajə# | *#ɡˈajə# {GOLD: #ɡˈalə#}
102    | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɒrdɑ# | *#ɡˈɒrdɑ# | *#ɡˈaːrdə# {GOLD: >*} | *#ɡˈaːɾdə# | *#ɡˈaɾdə# | *#ɡˈaɾdə# | *#ɡˈaɾdə# {GOLD: #ɡˈaɾðə#}
103    | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊltˈitɪ# | *#ɡˌʊltˈitɪ# | *#ɡˌʊltˈit# {GOLD: >*} | *#ɡˌʊltˈit# | *#ɡəltˈit# | *#ɡəltˈit# | *#ɡəltˈit# {GOLD: #ɡəlˠtˈit#}
104    | ... | ... | ... | ... | ... | ... | ... | *#kˌʊlbˈɑzɑ# | *#kˌʊlbˈɑzɑ# | *#kˌʊlbˈaːzə# {GOLD: #kˌl̩bˈazə#} | *#kˌʊlbˈaːzə# | *#kəlbˈazə# | *#kəlbˈazə# | *#kəlbˈazə# {GOLD: #ɡəlbˈazə#}
105    | ... | ... | ... | ... | ... | ... | ... | *#kˌʊrxˈɑtɪ# | *#kˌʊrxˈɑtɪ# | *#kˌʊrxˈat# {GOLD: >*} | *#kˌʊɾhˈat# | *#kəɾhˈat# | *#kəɾhˈat# | *#kəɾhˈat# {GOLD: #ɡəɾhˈat#}
106    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌəkˈĩːɲə# {GOLD: >*} | *#ɡɾˌəkˈĩːɲə# | *#ɡɾəkˈiɲə# | *#ɡɾəcˈiɲə# | *#ɡɾət͡ʃˈiɲə# {GOLD: #ɡəɾcˈiɲə#}
107    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌərt͡ʃˈak# {GOLD: >*} | *#kˌəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# | *#kəɾt͡ʃˈak# {GOLD: #ɡəɾt͡ʃˈak#}
108    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊrdˈaːlə# {GOLD: >*} | *#ɡˌʊɾdˈaːlə# | *#ɡəɾdˈalə# | *#ɡəɾdˈalə# | *#ɡəɾdˈalə# {GOLD: #ɡəɾdˈalˠə#}
109    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌardˈɛːt͡s# {GOLD: >*} | *#ɡˌaɾdˈɛːt͡s# | *#ɡəɾdˈɛt͡s# | *#ɡəɾdˈɛt͡s# | *#ɡəɾdˈɛt͡s# {GOLD: #ɡəɾdˈɛt͡s#}
110    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌadˈɛːt͡s# {GOLD: >*} | *#ɡɾˌadˈɛːt͡s# | *#ɡɾədˈɛt͡s# | *#ɡɾədˈɛt͡s# | *#ɡɾədˈɛt͡s# {GOLD: #ɡəɾdˈɛt͡s#}
111    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊrdˈit# {GOLD: >*} | *#ɡˌʊɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# {GOLD: #ɡəɾdˈit#}
112    | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈitɪ# | *#ɡˌʊrdˈit# {GOLD: #ɡɾ̩ðˈit#} | *#ɡˌʊɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# | *#ɡəɾdˈit# {GOLD: #ɡəɾðˈit#}
113    | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊrdlˈɑ?2ɪ# | *#ɡˌʊrdlˈɑ?2ɪ# | *#ɡˌʊrdlˈaː?2# {GOLD: >*} | *#ɡˌʊɾdlˈaː?2# | *#ɡəɾdlˈa?2# | *#ɡəɾdlˈa?2# | *#ɡəɾdlˈa?2# {GOLD: #ɡəɾlˈat͡s#}
114    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌʊɾlˈiːt͡sə# {GOLD: >*} | *#ɡˌʊɾlˈiːt͡sə# | *#ɡəɾlˈit͡sə# | *#ɡəɾlˈit͡sə# | *#ɡəɾlˈit͡sə# {GOLD: #ɡəɾlˈit͡sə#}
115    | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌɒmˈɑdɑ# | *#ɡrˌɒmˈɑdɑ# | *#ɡrˌãmˈadə# {GOLD: >*} | *#ɡɾˌə̃mˈadə# | *#ɡɾəmˈadə# | *#ɡɾəmˈadə# | *#ɡɾəmˈadə# {GOLD: #ɡəɾmˈaðə#}
116    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˈək# {GOLD: >*} | *#ɡɾˈək# | *#ɡɾˈək# | *#ɡɾˈək# | *#ɡɾˈək# {GOLD: #ɡˈəɾk#}
117    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɔːʷrt͡ʃ# {GOLD: >*} | *#ɡˈɔːʷɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# | *#ɡˈʊɾt͡ʃ# {GOLD: #ɡˈəɾt͡ʃ#}
118    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɔːʷrbə# {GOLD: >*} | *#ɡˈɔːʷɾbə# | *#ɡˈʊɾbə# | *#ɡˈʊɾbə# | *#ɡˈʊɾbə# {GOLD: #ɡˈəɾbə#}
119    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌadˈit# {GOLD: >*} | *#ɡˌadˈit# | *#ɡədˈit# | *#ɡədˈit# | *#ɡədˈit# {GOLD: #ɡɔdˈit#}
120    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌastˈit# {GOLD: >*} | *#ɡˌastˈit# | *#ɡəstˈit# | *#ɡəstˈit# | *#ɡəstˈit# {GOLD: #ɡɔstˈit#}
121    | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒrɪnˈit͡sɑ# | *#ɡˌɒrɪnˈit͡sɑ# | *#ɡˌarnˈiːt͡sə# {GOLD: >*} | *#ɡˌarˈiːt͡sə# | *#ɡərˈit͡sə# | *#ɡərˈit͡sə# | *#ɡərˈit͡sə# {GOLD: #ɡɔrˈit͡sə#}
122    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌãmˈiːlə# {GOLD: >*} | *#ɡˌə̃mˈiːlə# | *#ɡəmˈilə# | *#ɡəmˈilə# | *#ɡəmˈilə# {GOLD: #ɡɔmˈilə#}
123    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌãbˈɛːl# {GOLD: >*} | *#ɡˌə̃bˈɛːl# | *#ɡəbˈɛl# | *#ɡəbˈɛl# | *#ɡəbˈɛl# {GOLD: #ɡɔmbˈɛl#}
124    | ... | ... | ... | ... | ... | ... | ... | *#ɡwˈɒzdɑ# | *#ɡwˈɒzdɑ# | *#ɡvˈaːzdə# {GOLD: >*} | *#ɡvˈaːzdə# | *#ɡvˈazdə# | *#ɡvˈazdə# | *#ɡvˈazdə# {GOLD: #ɡˈɔʒdə#}
125    | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒlwɪnˈikʊ# | *#ɡˌɒlwɪnˈikʊ# | *#ɡˌalvnˈik# {GOLD: >*} | *#ɡˌalvnˈik# | *#ɡəlvnˈik# | *#ɡəlvnˈik# | *#ɡəlvnˈik# {GOLD: #ɡlˠanˈik#}
126    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌalvˈĩːnə# {GOLD: >*} | *#ɡˌalvˈĩːɾə# | *#ɡəlvˈiɾə# | *#ɡəlvˈiɾə# | *#ɡəlvˈiɾə# {GOLD: #ɡlˠavˈinə#}
127    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌaʃˈĩːnə# {GOLD: >*} | *#ɡɾˌaʃˈĩːɾə# | *#ɡɾəʃˈiɾə# | *#ɡɾəʃˈiɾə# | *#ɡɾəʃˈiɾə# {GOLD: #ɡɾaʃˈinə#}
128    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌadˈĩːnə# {GOLD: >*} | *#ɡɾˌadˈĩːɾə# | *#ɡɾədˈiɾə# | *#ɡɾədˈiɾə# | *#ɡɾədˈiɾə# {GOLD: #ɡɾadˈinə#}
129    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌabˈit# {GOLD: >*} | *#ɡɾˌabˈit# | *#ɡɾəbˈit# | *#ɡɾəbˈit# | *#ɡɾəbˈit# {GOLD: #ɡɾabˈit#}
130    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˈadə# {GOLD: >*} | *#ɡɾˈadə# | *#ɡɾˈadə# | *#ɡɾˈadə# | *#ɡɾˈadə# {GOLD: #ɡɾˈadə#}
131    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡrˌɛbˈaːʃ# {GOLD: >*} | *#ɡɾˌɛbˈaːʃ# | *#ɡɾəbˈaʃ# | *#ɡɾəbˈaʃ# | *#ɡɾəbˈaʃ# {GOLD: #ɡɾɛbˈaʃ#}
132    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈaːrʃ# {GOLD: >*} | *#ɡˈaːɾʃ# | *#ɡˈaɾʃ# | *#ɡˈaɾʃ# | *#ɡˈaɾʃ# {GOLD: #ɡɾˈɔʃ#}
133    | ... | ... | ... | ... | ... | ... | ... | *#ɡrˈɒzdɪlɪ# | *#ɡrˈɒzdɪlɪ# | *#ɡrˈaːzdl# {GOLD: >*} | *#ɡɾˈaːzdl# | *#ɡɾˈazdl# | *#ɡɾˈazdl# | *#ɡɾˈazdl# {GOLD: #ɡɾˈɔʒəl#}
134    | ... | ... | ... | ... | ... | ... | ... | *#ɡˈʊrʃtɪ# | *#ɡˈʊrʃtɪ# | *#ɡˈɔːʷrʃt# {GOLD: >*} | *#ɡˈɔːʷɾʃt# | *#ɡˈʊɾʃt# | *#ɡˈʊɾt͡ʃt# | *#ɡˈʊɾt͡ʃt# {GOLD: #ɡɾˈuʃt#}
135    | ... | ... | ... | ... | ... | ... | ... | *#lˠˌɒpˈuʃɪ# | *#lˠˌɒpˈuʃɪ# | *#lˠˌapˈuːʃ# {GOLD: >*} | *#lˠˌapˈuːʃ# | *#lˠəpˈuʃ# | *#lˠəpˈuʃ# | *#lˠəpˈuʃ# {GOLD: #lˠapˈuʃ#}
136    | ... | ... | ... | ... | ... | ... | ... | *#lˠˌɒpˈuʃɑ# | *#lˠˌɒpˈuʃɑ# | *#lˠˌapˈuːʃə# {GOLD: >*} | *#lˠˌapˈuːʃə# | *#lˠəpˈuʃə# | *#lˠəpˈuʃə# | *#lˠəpˈuʃə# {GOLD: #lˠapˈuʃə#}
137    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɒʃkɑ# | *#lˠˈɒʃkɑ# | *#lˠˈaːʃkə# {GOLD: >*} | *#lˠˈaːʃkə# | *#lˠˈaʃkə# | *#lˠˈat͡ʃkə# | *#lˠˈat͡ʃkə# {GOLD: #lˠˈaʃkə#}
138    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɑzɪt͡sɑ# | *#lˠˈɑzɪt͡sɑ# | *#lˠˈaːzt͡sə# {GOLD: >*} | *#lˠˈaːzt͡sə# | *#lˠˈazt͡sə# | *#lˠˈazt͡sə# | *#lˠˈazt͡sə# {GOLD: #lˠˈat͡sə#}
139    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɒzʊkɑ# | *#lˠˈɒzʊkɑ# | *#lˠˈaːzkə# {GOLD: >*} | *#lˠˈaːzkə# | *#lˠˈazkə# | *#lˠˈazkə# | *#lˠˈazkə# {GOLD: #lˠˈaskə#}
140    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɒzɒrɑ# | *#lˠˈɒzɒrɑ# | *#lˠˈaːzarə# {GOLD: >*} | *#lˠˈaːzaɾə# | *#lˠˈazaɾə# | *#lˠˈazaɾə# | *#lˠˈazaɾə# {GOLD: #lˠˈazuɾə#}
141    | ... | ... | ... | ... | ... | ... | ... | *#lˠˈɒ̃ɡɑ# | *#lˠˈɒ̃ɡɑ# | *#lˠˈãɡə# {GOLD: #lˠˈɑ̃ŋkə#} | *#lˠˈə̃ɡə# | *#lˠˈəɡə# | *#lˠˈəɡə# | *#lˠˈəɡə# {GOLD: #lˠˈəŋɡə#}
142    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#lˌãmˈit# {GOLD: >*} | *#lˌə̃mˈit# | *#ləmˈit# | *#ləmˈit# | *#ləmˈit# {GOLD: #lˠɔmˈit#}
143    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#lˈaːskə# {GOLD: >*} | *#lˈaːskə# | *#lˈaskə# | *#lˈaskə# | *#lˈaskə# {GOLD: #lˠˈɔskə#}
144    | ... | ... | ... | ... | ... | ... | ... | ... | *#lˈɯkɑ# | *#lˈukə# {GOLD: >*} | *#lˈukə# | *#lˈukə# | *#lˈukə# | *#lˈukə# {GOLD: #lˠˈukə#}
145    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌukrˈaː# {GOLD: >*} | *#hˌukɾˈaː# | *#həkɾˈa# | *#həkɾˈa# | *#həkɾˈa# {GOLD: #ukɾˈajə#}
146    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌudˈab# {GOLD: >*} | *#hˌudˈab# | *#hədˈab# | *#hədˈab# | *#hədˈab# {GOLD: #udˈɔb#}
147    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#jˌũnˈak# {GOLD: >*} | *#jˌũɾˈak# | *#jəɾˈak# | *#jəɾˈak# | *#jəɾˈak# {GOLD: #unˈak#}
148    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌulˈiːʃt͡ʃ# {GOLD: >*} | *#hˌulˈiːʃt͡ʃ# | *#həlˈiʃt͡ʃ# | *#həlˈit͡ʃt͡ʃ# | *#həlˈit͡ʃt͡ʃ# {GOLD: #ulˈiʃtə#}
149    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌurˈak# {GOLD: >*} | *#hˌuɾˈak# | *#həɾˈak# | *#həɾˈak# | *#həɾˈak# {GOLD: #uɾˈɔk#}
150    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tjˈɛ̃ːʒnə# {GOLD: >*} | *#tjˈɛ̃ːʒnə# | *#tjˈɛʒnə# | *#tjˈɛʒnə# | *#tjˈɛʒnə# {GOLD: #cˈaʒnə#}
151    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tjɛsˈat# {GOLD: >*} | *#tjɛsˈat# | *#tjəsˈat# | *#tjəsˈat# | *#tjəsˈat# {GOLD: #cɛsˈat#}
152    | ... | ... | ... | ... | ... | ... | ... | *#klˌɛpˈɑdlɒ# | *#klˌɛpˈɑdlɒ# | *#kʎˌɛpˈadlə# {GOLD: >*} | *#kʎˌɛpˈadlə# | *#cəpˈadlə# | *#cəpˈadlə# | *#t͡ʃəpˈadlə# {GOLD: #cɛpˈalˠə#}
153    | ... | ... | ... | ... | ... | ... | ... | *#klˈɛpʊ# | *#klˈɛpʊ# | *#kʎˈɛp# {GOLD: >*} | *#kʎˈɛp# | *#cˈɛp# | *#cˈɛp# | *#t͡ʃˈɛp# {GOLD: #cˈɛp#}
154    | ... | ... | ... | ... | ... | ... | ... | ... | *#kʎˈut͡ʃɪ# | *#kʎˈuːt͡ʃ# {GOLD: #kʎˈyt͡ʃ#} | *#kʎˈuːt͡ʃ# | *#cˈut͡ʃ# | *#cˈut͡ʃ# | *#t͡ʃˈut͡ʃ# {GOLD: #cˈyt͡ʃ#}
155    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˌavnˈiːt͡sə# {GOLD: >*} | *#ɡʎˌavnˈiːt͡sə# | *#ɟəvnˈit͡sə# | *#ɟəvnˈit͡sə# | *#ɟəvnˈit͡sə# {GOLD: #ɟanˈit͡sə#}
156    | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡlˌɒ̃bɒt͡ʃˈɑrɪ# | *#ɡʎˌãbat͡ʃˈaːr# {GOLD: >*} | *#ɡʎˌə̃bat͡ʃˈaːɾ# | *#ɟˌəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# {GOLD: #ɟəmbɔt͡ʃˈaɾ#}
157    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɟˌɛzdˈit# {GOLD: >*} | *#ɟˌɛzdˈit# | *#ɟəzdˈit# | *#ɟəzdˈit# | *#ɟəzdˈit# {GOLD: #ɟɛzdˈit#}
158    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˌãbat͡ʃˈaːr# {GOLD: >*} | *#ɡʎˌə̃bat͡ʃˈaːɾ# | *#ɟˌəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# | *#ɟəbət͡ʃˈaɾ# {GOLD: #ɟɔmbɔt͡ʃˈaɾ#}
159    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡʎˈabə# {GOLD: >*} | *#ɡʎˈabə# | *#ɟˈabə# | *#ɟˈabə# | *#ɟˈabə# {GOLD: #ɟˈɔbə#}
160    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɲˌuxˈat# {GOLD: >*} | *#ɲˌuhˈat# | *#ɲəhˈat# | *#ɲəhˈat# | *#ɲəhˈat# {GOLD: #ɲuhˈat#}
161    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈa# {GOLD: >*} | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# {GOLD: #t͡ʃˈas#}
162    | ... | ... | ... | ... | ... | ... | ... | *#tʃˈɑrɑ# | *#tʃˈɑrɑ# | *#tʃˈaːrə# {GOLD: >*} | *#tʃˈaːɾə# | *#tʃˈaɾə# | *#tʃˈaɾə# | *#tʃˈaɾə# {GOLD: #t͡ʃˈaɾə#}
163    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈaːvkə# {GOLD: >*} | *#t͡ʃˈaːvkə# | *#t͡ʃˈavkə# | *#t͡ʃˈavkə# | *#t͡ʃˈavkə# {GOLD: #t͡ʃˈafkə#}
164    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈa# {GOLD: >*} | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# | *#t͡ʃˈa# {GOLD: #t͡ʃˈam#}
165    | ... | ... | ... | ... | ... | ... | ... | *#?2ˌɛrɛnˈɑwɑ# | *#?2ˌɛrɛnˈɑwɑ# | *#?2ˌɛrɛ̃nˈawə# {GOLD: >*} | *#?2ˌɛɾɛ̃ɾˈawə# | *#?2ˌɛɾəɾˈawə# | *#?2ɛɾəɾˈawə# | *#?2ɛɾəɾˈawə# {GOLD: #t͡ʃərˈavə#}
166    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛtˈĩːnə# {GOLD: >*} | *#t͡ʃˌɛtˈĩːɾə# | *#t͡ʃətˈiɾə# | *#t͡ʃətˈiɾə# | *#t͡ʃətˈiɾə# {GOLD: #t͡ʃɛtˈinə#}
167    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛlˈit# {GOLD: >*} | *#t͡ʃˌɛlˈit# | *#t͡ʃəlˈit# | *#t͡ʃəlˈit# | *#t͡ʃəlˈit# {GOLD: #t͡ʃɛlˈit#}
168    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˌɛlnˈik# {GOLD: >*} | *#t͡ʃˌɛlnˈik# | *#t͡ʃəlnˈik# | *#t͡ʃəlnˈik# | *#t͡ʃəlnˈik# {GOLD: #t͡ʃɛlnˈik#}
169    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɛtə# {GOLD: >*} | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# | *#t͡ʃˈɛtə# {GOLD: #t͡ʃˈɛtə#}
170    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#t͡ʃˈɛːlə# {GOLD: >*} | *#t͡ʃˈɛːlə# | *#t͡ʃˈɛlə# | *#t͡ʃˈɛlə# | *#t͡ʃˈɛlə# {GOLD: #t͡ʃˈɛlə#}
